ID,Frugivore_Species,Plant_Species,Type of Interaction,Plant_family,Plant_genus,Plant_specific.epiteth,Plant_distribution,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_diameter,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Family,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Study reference,Doi/Link,Study_Method
5466,Turdus flavipes,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,flavipes,Small birds,65.33333333,12.24711539,3,MIG,LC,Stable,"Parque Estadual Carlos Botelho, Mamparra",-24.141417,-47.974033,preciso,Rodrigues  S B M  2015,Rede de interações entre aves frugívoras e plantas em uma área de Mata Atlântica no sudeste do Brasil. Master thesis. UFSCAR Sorocaba,Network study
5671,Turdus albicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,albicollis,Small birds,54,11.14875,2,RES,LC,Stable,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5672,Ramphastos dicolorus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Ramphastos,dicolorus,Large birds,331,30.1,3,AM,LC,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5673,Turdus flavipes,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,flavipes,Small birds,65.33333333,12.24711539,3,MIG,LC,Stable,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5674,Aburria jacutinga,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Craciformes,Cracidae,Aburria,jacutinga,Large birds,1250,19.115,3,AM,EN,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5675,Selenidera maculirostris,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Selenidera,maculirostris,Large birds,164,25.039,3,RES,LC,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5676,Procnias nudicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Procnias,nudicollis,Large birds,200,23.61428571,3,AM,VU,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5677,Penelope obscura,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Craciformes,Cracidae,Penelope,obscura,Large birds,1770,22.349,3,RES,LC,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5678,Pyroderus scutatus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Pyroderus,scutatus,Large birds,357,27.843,3,AM,LC,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5679,Ramphastos vitellinus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Ramphastos,vitellinus,Large birds,343.5,30.10727273,3,RES,VU,Decreasing,Ilha do Cardoso - SP,-25.1219,-47.858,preciso,Castro E  R  2007,http://hdl.handle.net/11449/100627,Network study
5958,Turdus albicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,albicollis,Small birds,54,11.14875,2,RES,LC,Stable,Viçosa - MG,-20.75,-42.88,preciso,Fadini  R F 2004,Interaç›es entre aves frug’voras e plantas em um fragmento de mata atl‰ntica de Minas Gerais. Ararajuba 12 (2):97-103. http://repositorio.unesp.br/bitstream/handle/11449/68023/2-s2.0-48749100357.pdf?sequence=1,Network study
5959,Pteroglossus aracari,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Pteroglossus,aracari,Large birds,251,29.64,3,RES,LC,Decreasing,Viçosa - MG,-20.75,-42.88,preciso,Fadini  R F 2004,Interaç›es entre aves frug’voras e plantas em um fragmento de mata atl‰ntica de Minas Gerais. Ararajuba 12 (2):97-103. http://repositorio.unesp.br/bitstream/handle/11449/68023/2-s2.0-48749100357.pdf?sequence=1,Network study
5960,Turdus leucomelas,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,Viçosa - MG,-20.75,-42.88,preciso,Fadini  R F 2004,Interaç›es entre aves frug’voras e plantas em um fragmento de mata atl‰ntica de Minas Gerais. Ararajuba 12 (2):97-103. http://repositorio.unesp.br/bitstream/handle/11449/68023/2-s2.0-48749100357.pdf?sequence=1,Network study
5961,Penelope obscura,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Craciformes,Cracidae,Penelope,obscura,Large birds,1770,22.349,3,RES,LC,Decreasing,Viçosa - MG,-20.75,-42.88,preciso,Fadini  R F 2004,Interaç›es entre aves frug’voras e plantas em um fragmento de mata atl‰ntica de Minas Gerais. Ararajuba 12 (2):97-103. http://repositorio.unesp.br/bitstream/handle/11449/68023/2-s2.0-48749100357.pdf?sequence=1,Network study
6444,Turdus albicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,albicollis,Small birds,54,11.14875,2,RES,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6445,Turdus flavipes,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,flavipes,Small birds,65.33333333,12.24711539,3,MIG,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6446,Saltator similis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cardinalidae,Saltator,similis,Small birds,43.3,11,2,RES,LC,Decreasing,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
7337,Turdus albicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,albicollis,Small birds,54,11.14875,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7338,Baillonius bailloni,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Baillonius,bailloni,Large birds,146,23.6,3,NA,NT,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7339,Tityra cayana,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Tityra,cayana,Small birds,68.1,16.57037037,2,AM,LC,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7340,Oxyruncus cristatus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Oxyruncus,cristatus,Small birds,42,10.17,2,RES,LC,Unknown,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7341,Celeus flavescens,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Picidae,Celeus,flavescens,Large birds,139,13.17142857,1,RES,LC,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7342,Turdus flavipes,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,flavipes,Small birds,65.33333333,12.24711539,3,MIG,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7343,Cacicus haemorrhous,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Icteridae,Cacicus,haemorrhous,Large birds,102,12.43866667,1,RES,LC,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7344,Aburria jacutinga,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Craciformes,Cracidae,Aburria,jacutinga,Large birds,1250,19.115,3,AM,EN,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7345,Lipaugus lanioides,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Lipaugus,lanioides,Large birds,94.8,18.652,3,RES,NT,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7346,Myiodynastes maculatus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Tyrannidae,Myiodynastes,maculatus,Small birds,43.2,14.61483871,1,MIG,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7347,Selenidera maculirostris,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Piciformes,Ramphastidae,Selenidera,maculirostris,Large birds,164,25.039,3,RES,LC,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7348,Procnias nudicollis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Cotingidae,Procnias,nudicollis,Large birds,200,23.61428571,3,AM,VU,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7349,Baryphthengus ruficapillus,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Coraciiformes,Momotidae,Baryphthengus,ruficapillus,Large birds,142.5,17.2,1,RES,LC,Decreasing,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7350,Turdus rufiventris,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Passeriformes,Turdidae,Turdus,rufiventris,Small birds,69.5,13.25321429,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7351,Cerdocyon thous,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Mammalia,Carnivora,Canidae,Cerdocyon,thous,Carnivores,6500,NA,2,NA,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
7352,Trogon viridis,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Aves,Trogoniformes,Trogonidae,Trogon,viridis,Large birds,89.7,20.489,2,RES,LC,Stable,Parque Estadual de Intervales,-24.265278,-48.406944,preciso,Wesley S et al 2002,10.1079/9780851995250.0423,Network study
8284,Tayassu pecari,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Ungulates,31798.71,NA,2,NA,VU,Decreasing,"Estaà®o Ecol¢gica Caetetus, GÊlia, SP",-22.292324,-49.550822,impreciso,Keuroghlian and Eaton 2007,10.1111/j.1744-7429.2007.00351.x,Animal-oriented
8301,Pecari tajacu,Euterpe edulis,Mutualistic,Arecaceae,Euterpe,edulis,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,native,palm,12.46,12.8,10,11.7,black,2,VU,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Ungulates,26000,NA,3,NA,LC,Stable,"Estaà®o Ecol¢gica Caetetus, GÊlia, SP",-22.292324,-49.550822,impreciso,Keuroghlian and Eaton 2007,10.1111/j.1744-7429.2007.00351.x,Animal-oriented
6447,Turdus amaurochalinus,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Turdidae,Turdus,amaurochalinus,Small birds,57.9,12.09548387,2,MIG,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6448,Turdus flavipes,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Turdidae,Turdus,flavipes,Small birds,65.33333333,12.24711539,3,MIG,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6449,Elaenia flavogaster,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Tyrannidae,Elaenia,flavogaster,Small birds,24.8,8.35,2,RES,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6450,Megarynchus pitangua,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Tyrannidae,Megarynchus,pitangua,Small birds,66.7,17.81,1,RES,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6451,Turdus rufiventris,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Turdidae,Turdus,rufiventris,Small birds,69.5,13.25321429,2,RES,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6452,Thraupis sayaca,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
6453,Pitangus sulphuratus,Euterpe oleracea,Mutualistic,Arecaceae,Euterpe,oleracea,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,exotic,palm,10,12,9.63,10.18,black,2,NE,Aves,Passeriformes,Tyrannidae,Pitangus,sulphuratus,Small birds,63.33333333,13.892,2,RES,LC,Increasing,NA,-23.52,45.02,preciso,Alves 2008,http://repositorio.unesp.br/bitstream/handle/11449/99567/alves_kjf_me_rcla.pdf?sequence=1,Network study
2126,Leontopithecus rosalia,Faramea multiflora,Mutualistic,Rubiaceae,Faramea,multiflora,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SP|BR-TO,native,scrub,6,5.1,NA,NA,NA,1,NE,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Primates,600,NA,2,NA,EN,Stable,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
2125,Sapajus xanthosternos,Faramea nocturna,Mutualistic,Rubiaceae,Faramea,nocturna,BR-BA,native,scrub,NA,NA,NA,NA,NA,1,NE,Mammalia,Primates,Cebidae,Sapajus,xanthosternos,Primates,2950,NA,2,NA,CR,Decreasing,NA,NA,NA,NA,Bufalo et al 2016 ,10.1007/s10764-016-9903-3,Animal-oriented
4930,Tangara cyanoptera,Ficus  carica,Mutualistic,Moraceae,Ficus ,carica,0,NA,tree,NA,NA,NA,NA,green,1,NE,Aves,Passeriformes,Thraupidae,Tangara,cyanoptera,Small birds,20.7,NA,2,RES,LC,Decreasing,Afonso ClÊudio,-20.078329,-41.126449,cidade,wikiaves,http://www.wikiaves.com.br/1260817&p=14&t=s&s=11582,Animal-oriented
2127,Artibeus lituratus,Ficus adhatodifolia,Mutualistic,Moraceae,Ficus,adhatodifolia,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,tree,NA,NA,NA,NA,green,1,NE,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Bats,88.5,21.11,3,NA,LC,Stable,Universidade Estadual de Londrina/ParanÊ,-23.391666,-51.184722,preciso,Sartori 2012,10.5433/1679-0367.2012v33n1p65,Animal-oriented
